id,ward_id,title,category,agency,permit_required,estimated_cost_lakh,expected_beneficiaries,beneficiary_ci_low,beneficiary_ci_high,beneficiary_method,impact_per_lakh,feasibility,equity_need,urgency,impact_signal
3501,103,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.254,754,421,1133,bayesian-gamma-poisson-montecarlo-v2,2964.941,0.7003,0.5909,0.4076,0.69569
3502,103,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.98,892,586,1238,bayesian-gamma-poisson-montecarlo-v2,450.421,0.7307,0.6572,0.4329,0.54462
3503,104,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,1.085,990,650,1343,bayesian-gamma-poisson-montecarlo-v2,912.534,0.7704,0.5548,0.5451,0.59769
3504,104,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.173,622,252,1011,bayesian-gamma-poisson-montecarlo-v2,530.052,0.7693,0.6983,0.3787,0.54796
3505,104,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.317,804,468,1197,bayesian-gamma-poisson-montecarlo-v2,2538.895,0.7208,0.4937,0.5327,0.75146
3506,104,Pocket park and tree corridor - Cluster 4,Green,RAJUK,True,0.675,901,570,1285,bayesian-gamma-poisson-montecarlo-v2,1333.93,0.8073,0.5056,0.5361,0.64484
3507,104,Canal edge desilting - Cluster 5,Water,WASA,False,3.427,992,668,1370,bayesian-gamma-poisson-montecarlo-v2,289.488,0.99,0.515,0.6412,0.631
3508,104,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.508,885,543,1313,bayesian-gamma-poisson-montecarlo-v2,1740.569,0.7613,0.5866,0.4725,0.68298
3509,104,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.384,986,636,1352,bayesian-gamma-poisson-montecarlo-v2,712.589,0.8297,0.5351,0.4914,0.55752
3510,104,Road patch and resurfacing - Cluster 8,Road,LGED,False,2.777,776,394,1168,bayesian-gamma-poisson-montecarlo-v2,279.403,0.5924,0.6064,0.4875,0.48441
3511,104,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.518,880,553,1218,bayesian-gamma-poisson-montecarlo-v2,1700.285,0.7027,0.4801,0.6598,0.69755
3512,104,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,0.78,888,523,1248,bayesian-gamma-poisson-montecarlo-v2,1137.967,0.99,0.4817,0.538,0.64596
3513,104,Canal edge desilting - Cluster 11,Water,WASA,True,1.473,994,616,1373,bayesian-gamma-poisson-montecarlo-v2,674.875,0.8742,0.646,0.6392,0.60024
3514,104,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.372,921,579,1299,bayesian-gamma-poisson-montecarlo-v2,671.308,0.8521,0.6405,0.5114,0.59439
3515,104,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,1.333,960,644,1301,bayesian-gamma-poisson-montecarlo-v2,720.025,0.8983,0.5692,0.5677,0.65129
3516,104,Road patch and resurfacing - Cluster 14,Road,LGED,False,1.44,645,258,1033,bayesian-gamma-poisson-montecarlo-v2,447.849,0.7551,0.6856,0.4341,0.55231
3517,104,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.834,902,577,1271,bayesian-gamma-poisson-montecarlo-v2,1081.543,0.8067,0.7282,0.5426,0.677
3518,104,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,1.496,900,589,1231,bayesian-gamma-poisson-montecarlo-v2,601.45,0.4413,0.5384,0.4141,0.47331
3519,104,Canal edge desilting - Cluster 17,Water,WASA,False,3.248,967,678,1309,bayesian-gamma-poisson-montecarlo-v2,297.763,0.451,0.6069,0.5525,0.47857
3520,104,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.322,736,390,1097,bayesian-gamma-poisson-montecarlo-v2,2285.314,0.8364,0.5652,0.4443,0.68499
3521,104,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,0.655,968,609,1358,bayesian-gamma-poisson-montecarlo-v2,1477.869,0.6648,0.5235,0.6434,0.63808
3522,104,Road patch and resurfacing - Cluster 20,Road,LGED,True,1.423,666,296,1104,bayesian-gamma-poisson-montecarlo-v2,468.045,0.7771,0.6903,0.5231,0.56285
3523,104,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.416,845,529,1167,bayesian-gamma-poisson-montecarlo-v2,2028.813,0.9459,0.6147,0.5339,0.74584
3524,104,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.169,862,552,1210,bayesian-gamma-poisson-montecarlo-v2,737.511,0.7279,0.5064,0.5672,0.56426
3525,104,Canal edge desilting - Cluster 23,Water,WASA,False,3.202,1021,654,1394,bayesian-gamma-poisson-montecarlo-v2,318.886,0.5468,0.5169,0.441,0.46348
3526,104,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.982,912,567,1331,bayesian-gamma-poisson-montecarlo-v2,928.279,0.8726,0.7213,0.5473,0.66285
3527,104,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.48,952,623,1328,bayesian-gamma-poisson-montecarlo-v2,1983.376,0.8446,0.5446,0.623,0.72817
3528,104,Road patch and resurfacing - Cluster 26,Road,LGED,True,0.908,542,194,889,bayesian-gamma-poisson-montecarlo-v2,597.233,0.6478,0.4957,0.4206,0.48175
3529,104,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.922,897,570,1248,bayesian-gamma-poisson-montecarlo-v2,973.231,0.7904,0.5314,0.4267,0.5504
3530,104,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,0.636,902,581,1246,bayesian-gamma-poisson-montecarlo-v2,1418.212,0.4538,0.4474,0.5691,0.56966
3531,104,Canal edge desilting - Cluster 29,Water,WASA,True,0.98,998,658,1375,bayesian-gamma-poisson-montecarlo-v2,1018.804,0.6894,0.5412,0.6266,0.62405
3532,104,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.123,889,558,1275,bayesian-gamma-poisson-montecarlo-v2,791.747,0.599,0.5893,0.6189,0.58477
3533,104,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.539,972,639,1306,bayesian-gamma-poisson-montecarlo-v2,1803.83,0.6526,0.7085,0.6426,0.75926
3534,104,Road patch and resurfacing - Cluster 32,Road,LGED,False,1.296,659,283,1041,bayesian-gamma-poisson-montecarlo-v2,508.324,0.6311,0.5799,0.6049,0.54577
3535,104,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,1.18,899,580,1248,bayesian-gamma-poisson-montecarlo-v2,761.639,0.7882,0.5129,0.6085,0.55133
3536,104,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,1.887,888,576,1216,bayesian-gamma-poisson-montecarlo-v2,470.68,0.7338,0.4456,0.5339,0.48461
3537,105,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.632,964,627,1293,bayesian-gamma-poisson-montecarlo-v2,1526.143,0.8381,0.4172,0.5905,0.63808
3538,105,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.686,872,496,1300,bayesian-gamma-poisson-montecarlo-v2,517.279,0.7428,0.476,0.485,0.51195
3539,105,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,1.012,918,573,1272,bayesian-gamma-poisson-montecarlo-v2,907.141,0.7225,0.4666,0.4731,0.51186
3540,105,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.18,942,602,1329,bayesian-gamma-poisson-montecarlo-v2,798.397,0.99,0.5035,0.5064,0.61097
3541,105,Canal edge desilting - Cluster 5,Water,WASA,False,1.067,979,637,1355,bayesian-gamma-poisson-montecarlo-v2,917.156,0.8758,0.5668,0.5938,0.67728
3542,105,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.672,939,585,1311,bayesian-gamma-poisson-montecarlo-v2,1396.994,0.8303,0.3805,0.4042,0.53059
3543,105,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,0.521,987,639,1378,bayesian-gamma-poisson-montecarlo-v2,1893.711,0.6594,0.552,0.4607,0.59794
3544,105,Road patch and resurfacing - Cluster 8,Road,LGED,False,1.002,796,385,1205,bayesian-gamma-poisson-montecarlo-v2,794.297,0.7223,0.4112,0.468,0.47883
3545,105,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.785,916,558,1310,bayesian-gamma-poisson-montecarlo-v2,1166.808,0.7545,0.5713,0.4317,0.59703
3546,105,Pocket park and tree corridor - Cluster 10,Green,RAJUK,True,1.654,916,571,1231,bayesian-gamma-poisson-montecarlo-v2,553.937,0.8552,0.594,0.5217,0.57653
3547,105,Canal edge desilting - Cluster 11,Water,WASA,False,0.968,1004,697,1375,bayesian-gamma-poisson-montecarlo-v2,1037.266,0.6805,0.4296,0.5777,0.549
3548,105,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.008,914,542,1279,bayesian-gamma-poisson-montecarlo-v2,906.525,0.6979,0.5535,0.5121,0.5613
3549,105,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.379,1010,628,1420,bayesian-gamma-poisson-montecarlo-v2,2664.368,0.9126,0.4124,0.6809,0.79958
3550,105,Road patch and resurfacing - Cluster 14,Road,LGED,True,1.691,829,438,1252,bayesian-gamma-poisson-montecarlo-v2,490.17,0.7218,0.3605,0.3878,0.40714
3551,105,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,1.058,924,596,1285,bayesian-gamma-poisson-montecarlo-v2,873.406,0.8531,0.616,0.493,0.61888
3552,105,Pocket park and tree corridor - Cluster 16,Green,RAJUK,True,1.726,921,611,1281,bayesian-gamma-poisson-montecarlo-v2,533.638,0.8513,0.3748,0.4139,0.49289
3553,105,Canal edge desilting - Cluster 17,Water,WASA,True,1.253,1012,677,1354,bayesian-gamma-poisson-montecarlo-v2,807.542,0.6693,0.3991,0.6519,0.5737
3554,105,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.77,913,567,1276,bayesian-gamma-poisson-montecarlo-v2,1185.345,0.7012,0.5096,0.4868,0.58453
3555,105,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,1.211,1024,643,1444,bayesian-gamma-poisson-montecarlo-v2,845.425,0.8271,0.4518,0.5519,0.59913
3556,105,Road patch and resurfacing - Cluster 20,Road,LGED,False,1.21,788,440,1163,bayesian-gamma-poisson-montecarlo-v2,651.42,0.8382,0.509,0.4803,0.52921
3557,105,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,1.09,920,575,1293,bayesian-gamma-poisson-montecarlo-v2,844.02,0.733,0.3685,0.4123,0.47032
3558,105,Pocket park and tree corridor - Cluster 22,Green,RAJUK,True,1.961,922,575,1303,bayesian-gamma-poisson-montecarlo-v2,470.195,0.5646,0.5833,0.4654,0.47643
3559,105,Canal edge desilting - Cluster 23,Water,WASA,False,1.03,1007,650,1384,bayesian-gamma-poisson-montecarlo-v2,977.228,0.8392,0.4043,0.4808,0.56223
3560,105,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.005,915,592,1277,bayesian-gamma-poisson-montecarlo-v2,910.004,0.7097,0.5165,0.4306,0.54344
3561,105,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.419,1004,603,1401,bayesian-gamma-poisson-montecarlo-v2,707.395,0.7233,0.5605,0.5216,0.54833
3562,105,Road patch and resurfacing - Cluster 26,Road,LGED,False,0.866,719,358,1116,bayesian-gamma-poisson-montecarlo-v2,830.174,0.6597,0.6172,0.477,0.56262
3563,105,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.425,924,557,1295,bayesian-gamma-poisson-montecarlo-v2,2176.165,0.7125,0.6041,0.4671,0.71754
3564,105,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,1.11,957,615,1305,bayesian-gamma-poisson-montecarlo-v2,862.104,0.99,0.4986,0.4465,0.62829
3565,105,Canal edge desilting - Cluster 29,Water,WASA,False,0.915,1003,652,1387,bayesian-gamma-poisson-montecarlo-v2,1096.436,0.7184,0.5647,0.6688,0.67992
3566,105,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.405,859,516,1231,bayesian-gamma-poisson-montecarlo-v2,2123.05,0.9811,0.4896,0.4172,0.69614
3567,105,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.778,1011,644,1387,bayesian-gamma-poisson-montecarlo-v2,1298.746,0.4353,0.5291,0.739,0.60999
3568,105,Road patch and resurfacing - Cluster 32,Road,LGED,True,2.455,872,530,1211,bayesian-gamma-poisson-montecarlo-v2,355.174,0.4857,0.6758,0.534,0.47659
3569,105,Waste hotspot clearance - Cluster 33,Waste,City Corporation,True,0.952,909,574,1292,bayesian-gamma-poisson-montecarlo-v2,955.198,0.7121,0.4616,0.3992,0.53508
3570,105,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,2.034,937,566,1318,bayesian-gamma-poisson-montecarlo-v2,460.675,0.9109,0.5061,0.4246,0.5096
3571,106,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.615,961,632,1333,bayesian-gamma-poisson-montecarlo-v2,1561.849,0.99,0.6724,0.6167,0.75743
3572,106,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.964,744,357,1096,bayesian-gamma-poisson-montecarlo-v2,378.768,0.6477,0.5263,0.5311,0.51939
3573,106,Waste hotspot clearance - Cluster 3,Waste,City Corporation,True,0.551,902,585,1245,bayesian-gamma-poisson-montecarlo-v2,1637.192,0.801,0.48,0.6144,0.68577
3574,106,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,0.617,897,558,1279,bayesian-gamma-poisson-montecarlo-v2,1454.537,0.6288,0.4866,0.4391,0.5958
3575,106,Canal edge desilting - Cluster 5,Water,WASA,True,1.19,963,621,1292,bayesian-gamma-poisson-montecarlo-v2,808.993,0.8054,0.5366,0.7422,0.63812
3576,106,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.817,874,554,1199,bayesian-gamma-poisson-montecarlo-v2,1069.664,0.7381,0.786,0.5401,0.66776
3577,106,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.268,966,625,1283,bayesian-gamma-poisson-montecarlo-v2,761.683,0.7143,0.5949,0.6708,0.66806
3578,106,Road patch and resurfacing - Cluster 8,Road,LGED,False,2.003,742,401,1101,bayesian-gamma-poisson-montecarlo-v2,370.473,0.8295,0.6002,0.5889,0.60364
3579,106,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.631,882,546,1264,bayesian-gamma-poisson-montecarlo-v2,1397.327,0.8354,0.52,0.4625,0.61469
3580,106,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,0.719,891,568,1209,bayesian-gamma-poisson-montecarlo-v2,1239.749,0.8404,0.6292,0.4666,0.63293
3581,106,Canal edge desilting - Cluster 11,Water,WASA,True,2.372,975,623,1347,bayesian-gamma-poisson-montecarlo-v2,411.03,0.6272,0.6836,0.629,0.56897
3582,106,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.172,880,549,1210,bayesian-gamma-poisson-montecarlo-v2,750.885,0.3211,0.4984,0.372,0.40563
3583,106,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.837,955,610,1358,bayesian-gamma-poisson-montecarlo-v2,1140.751,0.6194,0.6422,0.6915,0.65984
3584,106,Road patch and resurfacing - Cluster 14,Road,LGED,False,1.348,726,329,1152,bayesian-gamma-poisson-montecarlo-v2,538.609,0.7236,0.4364,0.5004,0.46174
3585,106,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.624,890,543,1280,bayesian-gamma-poisson-montecarlo-v2,1426.275,0.8245,0.5621,0.5645,0.65991
3586,106,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,1.075,902,549,1224,bayesian-gamma-poisson-montecarlo-v2,838.92,0.485,0.7354,0.4864,0.53409
3587,106,Canal edge desilting - Cluster 17,Water,WASA,False,2.453,959,607,1345,bayesian-gamma-poisson-montecarlo-v2,391.026,0.5182,0.5711,0.6754,0.55204
3588,106,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.705,887,539,1249,bayesian-gamma-poisson-montecarlo-v2,1258.955,0.6168,0.562,0.5867,0.63576
3589,106,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,0.441,939,595,1313,bayesian-gamma-poisson-montecarlo-v2,2128.136,0.927,0.6628,0.647,0.84593
3590,106,Road patch and resurfacing - Cluster 20,Road,LGED,True,0.72,531,189,939,bayesian-gamma-poisson-montecarlo-v2,737.495,0.6558,0.6031,0.5827,0.56449
3591,106,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.521,872,537,1216,bayesian-gamma-poisson-montecarlo-v2,1673.218,0.6306,0.659,0.5508,0.68413
3592,106,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,0.864,870,566,1243,bayesian-gamma-poisson-montecarlo-v2,1006.599,0.6667,0.635,0.506,0.56747
3593,106,Canal edge desilting - Cluster 23,Water,WASA,False,1.28,959,630,1313,bayesian-gamma-poisson-montecarlo-v2,748.965,0.6925,0.6697,0.5107,0.55743
3594,106,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.088,898,564,1240,bayesian-gamma-poisson-montecarlo-v2,825.652,0.6831,0.5842,0.5877,0.6499
3595,106,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.599,987,634,1367,bayesian-gamma-poisson-montecarlo-v2,617.202,0.99,0.5676,0.6795,0.69251
3596,106,Road patch and resurfacing - Cluster 26,Road,LGED,True,1.221,686,308,1111,bayesian-gamma-poisson-montecarlo-v2,561.741,0.7794,0.6232,0.4771,0.55155
3597,106,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.31,832,480,1228,bayesian-gamma-poisson-montecarlo-v2,2686.691,0.785,0.5068,0.4845,0.78502
3598,106,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,0.961,858,539,1179,bayesian-gamma-poisson-montecarlo-v2,892.724,0.7524,0.5835,0.5306,0.58356
3599,106,Canal edge desilting - Cluster 29,Water,WASA,False,0.811,973,633,1378,bayesian-gamma-poisson-montecarlo-v2,1199.961,0.7532,0.6593,0.603,0.69374
3600,106,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.607,886,553,1242,bayesian-gamma-poisson-montecarlo-v2,1459.116,0.6434,0.6348,0.5805,0.65624
3601,106,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,1.058,964,623,1292,bayesian-gamma-poisson-montecarlo-v2,911.507,0.8963,0.464,0.6822,0.646
3602,106,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.582,813,463,1163,bayesian-gamma-poisson-montecarlo-v2,314.91,0.99,0.5193,0.4672,0.52849
3603,106,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.389,867,538,1225,bayesian-gamma-poisson-montecarlo-v2,2228.004,0.4965,0.6033,0.6778,0.69216
3604,106,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,1.709,904,562,1258,bayesian-gamma-poisson-montecarlo-v2,529.035,0.8599,0.7102,0.6352,0.69488
3605,107,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.892,971,636,1351,bayesian-gamma-poisson-montecarlo-v2,1088.549,0.7758,0.5988,0.7168,0.70261
3606,107,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.409,617,252,999,bayesian-gamma-poisson-montecarlo-v2,437.935,0.722,0.6116,0.521,0.54511
3607,107,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.691,888,577,1233,bayesian-gamma-poisson-montecarlo-v2,1285.357,0.6971,0.7208,0.6153,0.65978
3608,107,Pocket park and tree corridor - Cluster 4,Green,RAJUK,True,1.347,885,574,1213,bayesian-gamma-poisson-montecarlo-v2,656.87,0.453,0.5189,0.4079,0.44723
3609,107,Canal edge desilting - Cluster 5,Water,WASA,False,1.589,933,603,1282,bayesian-gamma-poisson-montecarlo-v2,587.227,0.451,0.5366,0.6044,0.52533
3610,107,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,1.373,896,547,1285,bayesian-gamma-poisson-montecarlo-v2,652.617,0.8145,0.6529,0.4812,0.60619
3611,107,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.354,977,673,1307,bayesian-gamma-poisson-montecarlo-v2,721.506,0.7044,0.648,0.6431,0.60455
3612,107,Road patch and resurfacing - Cluster 8,Road,LGED,False,0.579,356,122,615,bayesian-gamma-poisson-montecarlo-v2,615.178,0.5495,0.6768,0.5973,0.54463
3613,107,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.994,880,541,1222,bayesian-gamma-poisson-montecarlo-v2,884.916,0.6777,0.636,0.5116,0.56377
3614,107,Pocket park and tree corridor - Cluster 10,Green,RAJUK,True,1.075,869,571,1214,bayesian-gamma-poisson-montecarlo-v2,808.251,0.4131,0.5694,0.4608,0.48877
3615,107,Canal edge desilting - Cluster 11,Water,WASA,False,2.115,985,631,1353,bayesian-gamma-poisson-montecarlo-v2,465.613,0.6065,0.592,0.7628,0.57703
3616,107,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.063,872,548,1194,bayesian-gamma-poisson-montecarlo-v2,819.971,0.8386,0.5643,0.5051,0.57058
3617,107,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,1.548,975,626,1385,bayesian-gamma-poisson-montecarlo-v2,629.77,0.6143,0.6862,0.5974,0.56296
3618,107,Road patch and resurfacing - Cluster 14,Road,LGED,False,0.656,390,142,682,bayesian-gamma-poisson-montecarlo-v2,594.94,0.6825,0.4344,0.4279,0.47946
3619,107,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.741,895,555,1241,bayesian-gamma-poisson-montecarlo-v2,1207.427,0.845,0.534,0.4707,0.59336
3620,107,Pocket park and tree corridor - Cluster 16,Green,RAJUK,True,0.82,897,570,1269,bayesian-gamma-poisson-montecarlo-v2,1094.514,0.7932,0.5873,0.487,0.59317
3621,107,Canal edge desilting - Cluster 17,Water,WASA,True,1.197,965,614,1311,bayesian-gamma-poisson-montecarlo-v2,806.46,0.7348,0.628,0.6677,0.64442
3622,107,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.408,812,447,1180,bayesian-gamma-poisson-montecarlo-v2,1989.205,0.6488,0.6358,0.4693,0.66217
3623,107,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,0.518,976,643,1344,bayesian-gamma-poisson-montecarlo-v2,1885.209,0.6965,0.654,0.5113,0.693
3624,107,Road patch and resurfacing - Cluster 20,Road,LGED,False,1.317,598,260,957,bayesian-gamma-poisson-montecarlo-v2,454.169,0.7358,0.5424,0.6494,0.58762
3625,107,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.326,818,479,1207,bayesian-gamma-poisson-montecarlo-v2,2506.677,0.5401,0.5676,0.5231,0.71522
3626,107,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.346,890,568,1223,bayesian-gamma-poisson-montecarlo-v2,661.356,0.7336,0.5305,0.4738,0.53904
3627,107,Canal edge desilting - Cluster 23,Water,WASA,True,3.044,963,630,1345,bayesian-gamma-poisson-montecarlo-v2,316.343,0.84,0.6382,0.7204,0.62508
3628,107,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.427,822,501,1175,bayesian-gamma-poisson-montecarlo-v2,1925.389,0.99,0.5704,0.4378,0.71685
3629,107,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.442,960,615,1347,bayesian-gamma-poisson-montecarlo-v2,2170.021,0.6967,0.5898,0.6272,0.69944
3630,107,Road patch and resurfacing - Cluster 26,Road,LGED,True,1.024,516,185,915,bayesian-gamma-poisson-montecarlo-v2,504.015,0.99,0.5176,0.5662,0.59679
3631,107,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.59,888,565,1227,bayesian-gamma-poisson-montecarlo-v2,1505.888,0.4193,0.6604,0.436,0.60054
3632,107,Pocket park and tree corridor - Cluster 28,Green,RAJUK,False,0.513,886,542,1285,bayesian-gamma-poisson-montecarlo-v2,1725.562,0.8385,0.6088,0.548,0.72796
3633,107,Canal edge desilting - Cluster 29,Water,WASA,False,1.343,978,598,1352,bayesian-gamma-poisson-montecarlo-v2,727.986,0.6986,0.6374,0.5194,0.54905
3634,107,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.187,869,530,1248,bayesian-gamma-poisson-montecarlo-v2,732.339,0.529,0.5858,0.4832,0.49512
3635,107,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,1.007,928,592,1315,bayesian-gamma-poisson-montecarlo-v2,921.173,0.7888,0.634,0.7844,0.69286
3636,107,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.543,766,359,1184,bayesian-gamma-poisson-montecarlo-v2,301.238,0.771,0.6591,0.402,0.54088
3637,107,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.37,846,478,1213,bayesian-gamma-poisson-montecarlo-v2,2289.349,0.5928,0.6456,0.5977,0.74521
3638,107,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,0.876,866,538,1196,bayesian-gamma-poisson-montecarlo-v2,989.136,0.4969,0.5986,0.5964,0.55851
3639,108,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.401,959,611,1316,bayesian-gamma-poisson-montecarlo-v2,2388.984,0.7052,0.5076,0.6807,0.77641
3640,108,Road patch and resurfacing - Cluster 2,Road,LGED,True,0.684,675,308,1112,bayesian-gamma-poisson-montecarlo-v2,987.247,0.5906,0.6176,0.6058,0.61234
3641,108,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.985,903,556,1234,bayesian-gamma-poisson-montecarlo-v2,916.483,0.6896,0.4849,0.5276,0.53966
3642,108,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,0.451,904,552,1296,bayesian-gamma-poisson-montecarlo-v2,2002.728,0.7007,0.5682,0.6066,0.68708
3643,108,Canal edge desilting - Cluster 5,Water,WASA,False,2.512,956,594,1343,bayesian-gamma-poisson-montecarlo-v2,380.637,0.6425,0.5322,0.7087,0.57076
3644,108,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.418,881,561,1198,bayesian-gamma-poisson-montecarlo-v2,2107.176,0.481,0.6554,0.5599,0.68616
3645,108,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,0.541,1000,628,1338,bayesian-gamma-poisson-montecarlo-v2,1848.348,0.6601,0.566,0.6092,0.70254
3646,108,Road patch and resurfacing - Cluster 8,Road,LGED,True,1.509,816,464,1180,bayesian-gamma-poisson-montecarlo-v2,540.762,0.5835,0.5406,0.5647,0.50819
3647,108,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.505,912,573,1257,bayesian-gamma-poisson-montecarlo-v2,1804.392,0.9041,0.54,0.4734,0.70182
3648,108,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,1.866,897,570,1243,bayesian-gamma-poisson-montecarlo-v2,480.702,0.6814,0.5359,0.5422,0.53652
3649,108,Canal edge desilting - Cluster 11,Water,WASA,False,2.598,992,678,1332,bayesian-gamma-poisson-montecarlo-v2,381.77,0.7574,0.414,0.7252,0.5654
3650,108,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,0.878,921,587,1282,bayesian-gamma-poisson-montecarlo-v2,1048.439,0.767,0.7114,0.5692,0.66765
3651,108,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.92,985,621,1356,bayesian-gamma-poisson-montecarlo-v2,1070.938,0.8068,0.478,0.6312,0.58213
3652,108,Road patch and resurfacing - Cluster 14,Road,LGED,True,2.785,840,526,1206,bayesian-gamma-poisson-montecarlo-v2,301.606,0.5448,0.5643,0.4892,0.48364
